FantasyPlayerKey,PlayerID,Name,Team,Position,AverageDraftPosition,AverageDraftPositionPPR,ByeWeek,LastSeasonFantasyPoints,ProjectedFantasyPoints,AuctionValue,AuctionValuePPR
17041,17041,Cody Fajardo,,QB,836.2,835.1,,,,1,1
17042,17042,Devante Davis,,WR,836.2,835.1,,,,1,1
17043,17043,John Harris,,WR,836.2,835.1,,,,1,1
17046,17046,Jahwan Edwards,,RB,836.2,835.1,,,,1,1
17047,17047,Cole Stoudt,,QB,836.2,835.1,,,,1,1
17049,17049,Austin Hill,,WR,836.2,835.1,,,,1,1
17065,17065,Michael Dyer,,RB,836.2,835.1,,,,1,1
17068,17068,Ricky Seale,,RB,836.2,835.1,,,,1,1
17071,17071,Shane Wynn,,WR,836.2,835.1,,,,1,1
17100,17100,Desmond Martin,,RB,836.2,835.1,,,,1,1
17103,17103,Vernon Johnson,,WR,836.2,835.1,,,,1,1
17104,17104,Jarred Haggins,,WR,836.2,835.1,,,,1,1
17107,17107,Tony Jones,,WR,836.2,835.1,,,,1,1
17118,17118,Ty Long,,K,836.2,835.1,,,,1,1
17119,17119,Phillip Sims,,QB,836.2,835.1,,,,1,1
17140,17140,Damarr Aultman,,WR,836.2,835.1,,,,1,1
17142,17142,Paul Browning,,WR,836.2,835.1,,,,1,1
17152,17152,Corbin Louks,,WR,836.2,835.1,,,,1,1
17166,17166,Abou Toure,,RB,836.2,835.1,,,,1,1
17171,17171,Ezell Ruffin,,WR,836.2,835.1,,,,1,1
17181,17181,Josh Harper,,WR,836.2,835.1,,,,1,1
17190,17190,Jimmay Mundine,,TE,836.2,835.1,,,,1,1
17198,17198,Kenneth Harper,,RB,836.2,835.1,,,,1,1
17201,17201,Kasey Closs,,WR,836.2,835.1,,,,1,1
17216,17216,Kevin Monangai,,RB,836.2,835.1,,,,1,1
17220,17220,Trent Steelman,,WR,836.2,835.1,,,,1,1
17222,17222,Mike Johnson,,WR,836.2,835.1,,,,1,1
17224,17224,Andrew Gleichert,,TE,836.2,835.1,,,,1,1
17235,17235,Jawon Chisholm,,RB,836.2,835.1,,,,1,1
17236,17236,Braylon Heard,,RB,836.2,835.1,,,,1,1
17237,17237,Larry Pinkard,,WR,836.2,835.1,,,,1,1
17238,17238,Harold Spears,,TE,836.2,835.1,,,,1,1
17239,17239,Jimmie Hunt,,WR,836.2,835.1,,,,1,1
17251,17251,Kenzel Doe,,WR,836.2,835.1,,,,1,1
17255,17255,David Porter,,WR,836.2,835.1,,,,1,1
17258,17258,Nigel King,,WR,836.2,835.1,,,,1,1
17268,17268,Mario Hull,,WR,836.2,835.1,,,,1,1
17270,17270,Corey Acosta,,K,836.2,835.1,,,,1,1
17285,17285,Daniel Rodriguez,,WR,836.2,835.1,,,,1,1
17288,17288,Dominique Brown,,RB,836.2,835.1,,,,1,1
17306,17306,Trevor Harman,,WR,836.2,835.1,,,,1,1
17314,17314,Marquez Clark,,WR,836.2,835.1,,,,1,1
17330,17330,Tony Johnson,,K,836.2,835.1,,,,1,1
17333,17333,Julian Howsare,NYJ,RB,836.2,835.1,11,,,1,1
17338,17338,Ray Hamilton,,TE,836.2,835.1,,,,1,1
17343,17343,Tony Creecy,,RB,836.2,835.1,,,,1,1
17347,17347,Isiah Ferguson,,WR,836.2,835.1,,,,1,1
17354,17354,Justin Sinz,,TE,836.2,835.1,,,,1,1
17366,17366,Cameron Clear,,TE,836.2,835.1,,,,1,1
17371,17371,Shane Carden,,QB,836.2,835.1,,,,1,1
17373,17373,Josh Reese,,WR,836.2,835.1,,,,1,1
17377,17377,Beau Gardner,,TE,836.2,835.1,,,,1,1
17379,17379,Justin Manton,,K,836.2,835.1,,,,1,1
17381,17381,Gavin Lutman,,WR,836.2,835.1,,,,1,1
17382,17382,Luke Lundy,,RB,836.2,835.1,,,,1,1
17384,17384,Ify Umodu,,WR,836.2,835.1,,,,1,1
17385,17385,Brian Vogler,,TE,836.2,835.1,,,,1,1
17388,17388,Jeret Smith,,WR,836.2,835.1,,,,1,1
17391,17391,Devin Mahina,,TE,836.2,835.1,,,,1,1
17392,17392,Connor Neighbors,,RB,836.2,835.1,,,,1,1
17393,17393,Gannon Sinclair,,TE,836.2,835.1,,,,1,1
17399,17399,Justin Tukes,,TE,836.2,835.1,,,,1,1
17403,17403,Jonathon Rumph,,WR,836.2,835.1,,,,1,1
17407,17407,Damond Powell,,WR,836.2,835.1,,,,1,1
17408,17408,Cam Worthy,,WR,836.2,835.1,,,,1,1
17410,17410,Javess Blue,,WR,836.2,835.1,,,,1,1
17411,17411,Desmond Lawrence,,WR,836.2,835.1,,,,1,1
17414,17414,Mark Weisman,,RB,836.2,835.1,,,,1,1
17415,17415,Matt Lacosse,,TE,836.2,835.1,,,,1,1
17416,17416,Lee Ward,,RB,836.2,835.1,,,,1,1
17436,17436,Ernst Brun Jr,,TE,836.2,835.1,,,,1,1
17444,17444,Zach D'orazio,,WR,836.2,835.1,,,,1,1
17466,17466,Anthony Ezeakunne,,TE,836.2,835.1,,,,1,1
17477,17477,Jarrod West,,WR,836.2,835.1,,,,1,1
17481,17481,Ross Scheuerman,,RB,836.2,835.1,,,,1,1
17523,17523,Logan Stokes,,TE,836.2,835.1,,,,1,1
17571,17571,James Butler,,WR,836.2,835.1,,,,1,1
17573,17573,Dan Light,,TE,836.2,835.1,,,,1,1
17767,17767,Kendrick Ings,,WR,836.2,835.1,,,,1,1
17906,17906,Xavier Rush,PHI,WR,836.2,835.1,4,,,1,1
17914,17914,Laquon Treadwell,MIN,WR,836.2,835.1,6,,119.1,4,5
17916,17916,Will Fuller,HOU,WR,836.2,835.1,9,,105.6,1,1
17920,17920,Carson Wentz,PHI,QB,836.2,835.1,4,,59.7,1,1
17922,17922,Jared Goff,LA,QB,836.2,835.1,8,,208.6,0,1
17923,17923,Ezekiel Elliott,DAL,RB,836.2,835.1,7,,222.6,48,46
17927,17927,Christian Hackenberg,NYJ,QB,836.2,835.1,11,,,1,1
17929,17929,Paxton Lynch,DEN,QB,836.2,835.1,11,,144.8,0,1
17932,17932,Connor Cook,OAK,QB,836.2,835.1,10,,,1,1
17938,17938,Corey Coleman,CLE,WR,836.2,835.1,13,,129.8,5,7
17939,17939,Josh Doctson,WAS,WR,836.2,835.1,9,,88,0,1
17959,17959,Derrick Henry,TEN,RB,836.2,835.1,13,,91.9,4,1
17960,17960,Michael Thomas,NO,WR,836.2,835.1,5,,100.6,1,2
17961,17961,Sterling Shepard,NYG,WR,836.2,835.1,8,,116.4,4,5
17962,17962,Roberto Aguayo,TB,K,836.2,835.1,6,,124,0,1
17963,17963,Austin Hooper,ATL,TE,836.2,835.1,11,,38.9,1,1
17964,17964,Braxton Miller,HOU,WR,836.2,835.1,9,,50.3,1,0
17965,17965,CJ Prosise,SEA,RB,836.2,835.1,5,,98.4,4,4
17966,17966,Cody Kessler,CLE,QB,836.2,835.1,13,,,1,1
17969,17969,Kenneth Dixon,BAL,RB,836.2,835.1,8,,68.7,0,1
17970,17970,Devontae Booker,DEN,RB,836.2,835.1,11,,74.7,0,0
17971,17971,Cardale Jones,BUF,QB,836.2,835.1,10,,,1,1
17972,17972,Paul Perkins,NYG,RB,836.2,835.1,8,,56,0,0
17974,17974,Trevone Boykin,SEA,WR,836.2,835.1,5,,,1,1
17975,17975,Hunter Henry,SD,TE,836.2,835.1,11,,38.8,1,1
17986,17986,Tyler Boyd,CIN,WR,836.2,835.1,9,,103.7,0,1
18003,18003,Kenyan Drake,MIA,RB,836.2,835.1,8,,88.5,3,3
18014,18014,Leonte Carroo,MIA,WR,836.2,835.1,8,,55,0,0
18018,18018,Jacoby Brissett,NE,QB,836.2,835.1,9,,,1,1
18019,18019,Nick Vannett,SEA,TE,836.2,835.1,5,,,1,1
18030,18030,Chris Moore,BAL,WR,836.2,835.1,8,,42.1,1,0
18032,18032,Tyler Higbee,LA,TE,836.2,835.1,8,,,1,1
18034,18034,Malcolm Mitchell,NE,WR,836.2,835.1,9,,47.7,1,0
18036,18036,Ricardo Louis,CLE,WR,836.2,835.1,13,,55.7,1,0
18039,18039,Pharoh Cooper,LA,WR,836.2,835.1,8,,59.1,0,1
18041,18041,Tyler Ervin,HOU,RB,836.2,835.1,9,,81.8,2,1
18047,18047,Demarcus Robinson,KC,WR,836.2,835.1,5,,28.3,1,1
18055,18055,Dak Prescott,DAL,QB,836.2,835.1,7,,,1,1
18057,18057,Seth Devalve,CLE,WR,836.2,835.1,13,,,1,1
18058,18058,Tajae Sharpe,TEN,WR,836.2,835.1,13,,,1,1
18061,18061,Deandre Washington,OAK,RB,836.2,835.1,10,,65.8,0,0
18067,18067,Jordan Howard,CHI,RB,836.2,835.1,9,,107.3,5,3
18070,18070,Wendell Smallwood,PHI,RB,836.2,835.1,4,,54.1,0,0
18071,18071,Jordan Payton,CLE,WR,836.2,835.1,13,,,1,1
18073,18073,Jonathan Williams,BUF,RB,836.2,835.1,10,,17.4,1,1
18079,18079,Kevin Hogan,KC,QB,836.2,835.1,5,,,1,1
18080,18080,Trevor Davis,GB,WR,836.2,835.1,4,,,1,1
18082,18082,Tyreek Hill,KC,WR,836.2,835.1,5,,,1,1
18088,18088,Alex Collins,SEA,RB,836.2,835.1,5,,19.8,1,1
18089,18089,Rashard Higgins,CLE,WR,836.2,835.1,13,,61.4,0,1
18093,18093,Andy Janovich,DEN,RB,836.2,835.1,11,,,1,1
18094,18094,Temarrick Hemingway,LA,TE,836.2,835.1,8,,,1,1
18097,18097,Moritz Boehringer,MIN,WR,836.2,835.1,6,,,1,1
18099,18099,Keenan Reynolds,BAL,WR,836.2,835.1,8,,,1,1
18101,18101,Jerell Adams,NYG,TE,836.2,835.1,8,,,1,1
18103,18103,Jakeem Grant,MIA,WR,836.2,835.1,8,,,1,1
18104,18104,Nate Sudfeld,WAS,QB,836.2,835.1,9,,,1,1
18105,18105,David Morgan,MIN,TE,836.2,835.1,6,,,1,1
18108,18108,Jake Rudock,DET,QB,836.2,835.1,10,,,1,1
18109,18109,Kolby Listenbee,BUF,WR,836.2,835.1,10,,,1,1
18114,18114,Dan Vitale,TB,RB,836.2,835.1,6,,,1,1
18115,18115,Derek Watt,SD,RB,836.2,835.1,11,,,1,1
18116,18116,Cody Core,CIN,WR,836.2,835.1,9,,,1,1
18118,18118,Brandon Allen,JAX,QB,836.2,835.1,5,,,1,1
18123,18123,Jeff Driskel,SF,QB,836.2,835.1,8,,,1,1
18127,18127,Kelvin Taylor,SF,RB,836.2,835.1,8,,47.7,0,1
18129,18129,Aaron Burbridge,SF,WR,836.2,835.1,8,,,1,1
18132,18132,Darius Jackson,DAL,RB,836.2,835.1,7,,,1,1
18133,18133,Rico Gathers,DAL,TE,836.2,835.1,7,,,1,1
18139,18139,Brandon Doughty,MIA,QB,836.2,835.1,8,,,1,1
18141,18141,Devin Lucien,NE,WR,836.2,835.1,9,,,1,1
18145,18145,Demarcus Ayers,PIT,WR,836.2,835.1,8,,,1,1
18146,18146,Daniel Braverman,CHI,WR,836.2,835.1,9,,,1,1
18147,18147,Thomas Duarte,MIA,TE,836.2,835.1,8,,,1,1
18152,18152,Dwayne Washington,DET,RB,836.2,835.1,10,,,1,1
18153,18153,Daniel Lasco,NO,RB,836.2,835.1,5,,,1,1
18154,18154,Devin Fuller,ATL,WR,836.2,835.1,11,,,1,1
18157,18157,Charone Peake,NYJ,WR,836.2,835.1,11,,,1,1
18158,18158,Keith Marshall,WAS,RB,836.2,835.1,9,,77.2,0,1
18159,18159,Kenny Lawler,SEA,WR,836.2,835.1,5,,,1,1
18163,18163,Zac Brooks,SEA,RB,836.2,835.1,5,,,1,1
18168,18168,Beau Sandland,CAR,TE,836.2,835.1,7,,,1,1
18171,18171,Jake Coker,ARI,QB,836.2,835.1,9,,,1,1
18173,18173,Devon Johnson,CAR,RB,836.2,835.1,7,,,1,1
18181,18181,Mekale Mckay,IND,WR,836.2,835.1,10,,,1,1
18184,18184,Alonzo Russell,CIN,WR,836.2,835.1,9,,,1,1
18187,18187,Robby Anderson,NYJ,WR,836.2,835.1,11,,,1,1
18197,18197,Alex Erickson,CIN,WR,836.2,835.1,9,,,1,1
18204,18204,Josh Woodrum,IND,QB,836.2,835.1,10,,,1,1
18207,18207,Chris Swain,SD,RB,836.2,835.1,11,,,1,1
18209,18209,Marcus Johnson,PHI,WR,836.2,835.1,4,,,1,1
18211,18211,Cayleb Jones,PHI,WR,836.2,835.1,4,,,1,1
18215,18215,Ka'imi Fairbairn,HOU,K,836.2,835.1,9,,,1,1
18217,18217,Josh Ferguson,IND,RB,836.2,835.1,10,,,1,1
18218,18218,Danny Anthrop,IND,WR,836.2,835.1,10,,,1,1
18220,18220,Joel Stave,MIN,QB,836.2,835.1,6,,,1,1
18221,18221,Rashawn Scott,MIA,WR,836.2,835.1,8,,,1,1
18224,18224,Ross Martin,NYJ,K,836.2,835.1,11,,,1,1
18225,18225,Russell Hansbrough,TB,RB,836.2,835.1,6,,,1,1
18226,18226,Jared Dangerfield,NO,WR,836.2,835.1,5,,,1,1
18227,18227,Jhurell Pressley,MIN,RB,836.2,835.1,6,,,1,1
18228,18228,Marquez North,LA,WR,836.2,835.1,8,,,1,1
18229,18229,Ben Braunecker,CHI,TE,836.2,835.1,9,,,1,1
18231,18231,Taylor Bertolet,LA,K,836.2,835.1,8,,,1,1
18234,18234,Paul Mcroberts,LA,WR,836.2,835.1,8,,,1,1
18235,18235,Aaron Green,LA,RB,836.2,835.1,8,,,1,1
18240,18240,Keyarris Garrett,CAR,WR,836.2,835.1,7,,,1,1
18241,18241,Johnny Holton,OAK,WR,836.2,835.1,10,,,1,1
18246,18246,Kyle Carter,MIN,TE,836.2,835.1,6,,,1,1
18249,18249,Nelson Spruce,LA,WR,836.2,835.1,8,,,1,1
18250,18250,Henry Krieger-coble,DEN,TE,836.2,835.1,11,,,1,1
18251,18251,Chris Brown,DAL,WR,836.2,835.1,7,,,1,1
18253,18253,DJ Foster,NE,WR,836.2,835.1,9,,,1,1
18255,18255,Marshall Koehn,MIA,K,836.2,835.1,8,,,1,1
18256,18256,Byron Marshall,PHI,WR,836.2,835.1,4,,,1,1
18257,18257,Jalin Marshall,NYJ,WR,836.2,835.1,11,,,1,1
18261,18261,Mike Bercovici,SD,QB,836.2,835.1,11,,,1,1
18262,18262,Stephen Anderson,HOU,TE,836.2,835.1,9,,,1,1
18263,18263,Darion Griswold,IND,TE,836.2,835.1,10,,,1,1
18266,18266,Devon Cajuste,SF,WR,836.2,835.1,8,,,1,1
18269,18269,Geronimo Allison,GB,WR,836.2,835.1,4,,,1,1
18270,18270,Steven Scheu,NE,TE,836.2,835.1,9,,,1,1
18271,18271,Dom Williams,SD,WR,836.2,835.1,11,,,1,1
18272,18272,Ryan Malleck,NYG,TE,836.2,835.1,8,,,1,1
18275,18275,Glenn Gronkowski,BUF,RB,836.2,835.1,10,,,1,1
18281,18281,KJ Maye,NYG,WR,836.2,835.1,8,,,1,1
18282,18282,Mitch Mathews,KC,WR,836.2,835.1,5,,,1,1
18283,18283,Hunter Sharp,PHI,WR,836.2,835.1,4,,,1,1
18285,18285,Roger Lewis,NYG,WR,836.2,835.1,8,,,1,1
18286,18286,Jay Lee,DET,WR,836.2,835.1,10,,,1,1
18290,18290,Marquise Williams,GB,QB,836.2,835.1,4,,,1,1
18298,18298,Marshaun Coprich,NYG,RB,836.2,835.1,8,,,1,1
18299,18299,Kenneth Farrow,SD,RB,836.2,835.1,11,,,1,1
18307,18307,Jamaal Jones,SD,WR,836.2,835.1,11,,,1,1
18310,18310,Deandre Reaves,SD,WR,836.2,835.1,11,,,1,1
18313,18313,Jay Rome,PIT,TE,836.2,835.1,8,,,1,1
18317,18317,Braedon Bowman,JAX,TE,836.2,835.1,5,,,1,1
18318,18318,Jamal Robinson,JAX,WR,836.2,835.1,5,,,1,1
18322,18322,Max Wittek,JAX,QB,836.2,835.1,5,,,1,1
18323,18323,Wendall Williams,HOU,WR,836.2,835.1,9,,,1,1
18328,18328,Canaan Severin,PIT,WR,836.2,835.1,8,,,1,1
18334,18334,Bryce Williams,NE,TE,836.2,835.1,9,,,1,1
18339,18339,Tre Madden,SEA,RB,836.2,835.1,5,,,1,1
18343,18343,Marken Michel,MIN,WR,836.2,835.1,6,,,1,1
18347,18347,Andrew Bonnet,CIN,RB,836.2,835.1,9,,,1,1
18349,18349,Brandon Wilds,ATL,RB,836.2,835.1,11,,,1,1
18350,18350,John Lunsford,SF,K,836.2,835.1,8,,,1,1
18353,18353,Gary Chambers,BUF,WR,836.2,835.1,10,,,1,1
18354,18354,Davonte Allen,BUF,WR,836.2,835.1,10,,,1,1
18358,18358,Marshall Morgan,BUF,K,836.2,835.1,10,,,1,1
18361,18361,Chester Rogers,IND,WR,836.2,835.1,10,,,1,1
18362,18362,Tevaun Smith,IND,WR,836.2,835.1,10,,,1,1
18363,18363,Marcus Leak,IND,WR,836.2,835.1,10,,,1,1
18368,18368,Mike Miller,IND,TE,836.2,835.1,10,,,1,1
18375,18375,Peyton Barber,TB,RB,836.2,835.1,6,,,1,1
18376,18376,Alan Cross,TB,RB,836.2,835.1,6,,,1,1
18377,18377,Kivon Cartwright,TB,TE,836.2,835.1,6,,,1,1
18384,18384,Dez Stewart,TB,WR,836.2,835.1,6,,,1,1
18393,18393,Amir Carlisle,ARI,WR,836.2,835.1,9,,,1,1
18396,18396,Chris King,ARI,WR,836.2,835.1,9,,,1,1
18399,18399,Hakeem Valles,ARI,TE,836.2,835.1,9,,,1,1
18401,18401,Tommylee Lewis,NO,WR,836.2,835.1,5,,,1,1
18402,18402,Sione Houma,NO,RB,836.2,835.1,5,,,1,1
18407,18407,Bralon Addison,DEN,WR,836.2,835.1,11,,,1,1
18409,18409,Mose Frazier,DEN,WR,836.2,835.1,11,,,1,1
18417,18417,Durron Neal,DEN,WR,836.2,835.1,11,,,1,1
18422,18422,Khalif Raymond,DEN,WR,836.2,835.1,11,,,1,1
18428,18428,Jordan Williams,NO,WR,836.2,835.1,5,,,1,1
18430,18430,Soma Vainuku,HOU,RB,836.2,835.1,9,,,1,1
18440,18440,Jeff Beathard,ARI,WR,836.2,835.1,9,,,1,1
18441,18441,Matt Weiser,SD,TE,836.2,835.1,11,,,1,1
18442,18442,Michael Cooper,WAS,TE,836.2,835.1,9,,,1,1
18443,18443,Maurice Harris,WAS,WR,836.2,835.1,9,,,1,1
18445,18445,Mike Thomas,LA,WR,836.2,835.1,8,,,1,1
18446,18446,Brandon Williams,ATL,TE,836.2,835.1,11,,,1,1
18448,18448,Reginald Diggs,WAS,WR,836.2,835.1,9,,,1,1
18451,18451,Rob Kelley,WAS,RB,836.2,835.1,9,,,1,1
18452,18452,Joe Kerridge,WAS,RB,836.2,835.1,9,,,1,1
18454,18454,Valdez Showers,WAS,WR,836.2,835.1,9,,,1,1
18460,18460,Daje Johnson,ATL,WR,836.2,835.1,11,,,1,1
18464,18464,Jd Mckissic,ATL,WR,836.2,835.1,11,,,1,1
18468,18468,Joshua Perkins,ATL,TE,836.2,835.1,11,,,1,1
18472,18472,David Richards,CLE,WR,836.2,835.1,13,,,1,1
18473,18473,Nick Rose,ATL,K,836.2,835.1,11,,,1,1
18484,18484,Derek Keaton,CHI,WR,836.2,835.1,9,,,1,1
18486,18486,Joe Sommers,CHI,TE,836.2,835.1,9,,,1,1
18488,18488,Tra Carson,CIN,RB,836.2,835.1,9,,,1,1
18490,18490,Antwane Grant,CIN,WR,836.2,835.1,9,,,1,1
18493,18493,Dyshawn Mobley,CIN,RB,836.2,835.1,9,,,1,1
18498,18498,Jp Holtz,CLE,TE,836.2,835.1,13,,,1,1
18501,18501,Patrick Skov,CLE,RB,836.2,835.1,13,,,1,1
18506,18506,Ed Eagan,DAL,WR,836.2,835.1,7,,,1,1
18508,18508,Andy Jones,DAL,WR,836.2,835.1,7,,,1,1
18516,18516,Jace Billingsley,DET,WR,836.2,835.1,10,,,1,1
18517,18517,Quinshad Davis,DET,WR,836.2,835.1,10,,,1,1
18519,18519,Adam Fuehne,DET,TE,836.2,835.1,10,,,1,1
18522,18522,Cole Wick,DET,TE,836.2,835.1,10,,,1,1
18525,18525,Joe Callahan,GB,QB,836.2,835.1,4,,,1,1
18530,18530,Don Jackson,GB,RB,836.2,835.1,4,,,1,1
18535,18535,Dennis Parks,CLE,WR,836.2,835.1,13,,,1,1
18538,18538,Devonte Robinson,GB,WR,836.2,835.1,4,,,1,1
18539,18539,Herb Waters,GB,WR,836.2,835.1,4,,,1,1
18540,18540,Tevin Jones,HOU,WR,836.2,835.1,9,,,1,1
18543,18543,Richard Mullaney,HOU,WR,836.2,835.1,9,,,1,1
18571,18571,Gabe Hughes,MIA,TE,836.2,835.1,8,,,1,1
18574,18574,Brandon Shippen,MIA,WR,836.2,835.1,8,,,1,1
18581,18581,Darius Powe,NYG,WR,836.2,835.1,8,,,1,1
18583,18583,Quenton Bundrage,NYJ,WR,836.2,835.1,11,,,1,1
18587,18587,Jason Vander Laan,NYJ,QB,836.2,835.1,11,,,1,1
18590,18590,Dillon Gordon,PHI,TE,836.2,835.1,4,,,1,1
18593,18593,Cedric O'neal,PHI,RB,836.2,835.1,4,,,1,1
18596,18596,Paul Turner,PHI,WR,836.2,835.1,4,,,1,1
18602,18602,Tanner Mcevoy,SEA,QB,836.2,835.1,5,,,1,1
18611,18611,Bryce Treggs,SF,WR,836.2,835.1,8,,,1,1
18613,18613,David Glidden,ATL,WR,836.2,835.1,11,,,1,1
18616,18616,Chris Hubert,ARI,WR,836.2,835.1,9,,,1,1
18617,18617,Elijhaa Penny,ARI,RB,836.2,835.1,9,,,1,1
18618,18618,Darrin Peterson,CHI,WR,836.2,835.1,9,,,1,1
18619,18619,Jon Brown,CIN,K,836.2,835.1,9,,,1,1
18626,18626,Brandon Burks,GB,RB,836.2,835.1,4,,,1,1
18627,18627,Alstevis Squirewell,GB,RB,836.2,835.1,4,,,1,1
18632,18632,Brandon Brown-dukes,PIT,RB,836.2,835.1,8,,,1,1
18633,18633,Marcus Tucker,PIT,WR,836.2,835.1,8,,,1,1
18642,18642,Alex Ellis,TEN,TE,836.2,835.1,13,,,1,1
18645,18645,Aldrick Rosas,TEN,K,836.2,835.1,13,,,1,1
18652,18652,Cj Ham,MIN,RB,836.2,835.1,6,,,1,1
18654,18654,Kj Brent,OAK,WR,836.2,835.1,10,,,1,1
18660,18660,Maxwell Mccaffrey,OAK,WR,836.2,835.1,10,,,1,1
18662,18662,Ryan O'malley,OAK,TE,836.2,835.1,10,,,1,1
18666,18666,Duke Williams,LA,WR,836.2,835.1,8,,,1,1
18673,18673,Jaydon Mickens,OAK,WR,836.2,835.1,10,,,1,1
18677,18677,Braxton Deaver,CAR,TE,836.2,835.1,7,,,1,1
18679,18679,Miles Shuler,CAR,WR,836.2,835.1,7,,,1,1
18680,18680,Jalen Simmons,CAR,RB,836.2,835.1,7,,,1,1
18682,18682,Kieren Duncan,CHI,WR,836.2,835.1,9,,,1,1
18685,18685,Joe Licata,CIN,QB,836.2,835.1,9,,,1,1
18686,18686,Jake Lampman,NO,WR,836.2,835.1,5,,,1,1
18688,18688,Joe Hansley,OAK,WR,836.2,835.1,10,,,1,1
18690,18690,Jalen Richard,OAK,RB,836.2,835.1,10,,,1,1
18693,18693,Sam Bergen,TEN,RB,836.2,835.1,13,,,1,1
18695,18695,Ben Roberts,TEN,WR,836.2,835.1,13,,,1,1
18699,18699,Kelsey Young,WAS,RB,836.2,835.1,9,,,1,1
18700,18700,Austin Traylor,DAL,TE,836.2,835.1,7,,,1,1
18702,18702,Mj Mcfarland,PHI,TE,836.2,835.1,4,,,1,1
18705,18705,Romar Morris,NYJ,RB,836.2,835.1,11,,,1,1
